id,email,first_name,last_name,account_tier,account_status,company_name,company_size,industry,uses_cloud_sync,uses_team_chat,uses_data_hub,country_code,timezone,created_at,updated_at,last_login_at,trial_started_at,trial_ended_at,signup_source,utm_source,utm_medium,utm_campaign,referral_code,is_test_user,is_internal_user,email_verified,phone_verified,deleted_at
779,roconnell@example.net,Rebecca,Thompson,starter,churned,Franco-Palmer,1-10,Retail,False,True,True,BF,Europe/Oslo,2025-12-04T16:52:25,2025-12-04T16:52:25,2026-01-08T00:12:29,2025-12-04T16:52:25,2025-12-18T16:52:25,api,linkedin,email,campaign_6,,False,False,True,False,
780,hjackson@example.com,Robin,Wright,professional,churned,"Rosales, Hodge and Roberts",500+,Technology,True,True,False,RO,Africa/Nairobi,2025-01-10T15:35:05,2025-01-10T15:35:05,2025-11-12T19:09:54,,,website,referral,social,campaign_15,,False,False,False,False,
781,aaronwelch@example.com,Jeff,Torres,enterprise,suspended,"Robertson, Barry and Walls",51-200,Technology,False,False,True,VN,Europe/Kaliningrad,2024-01-17T13:06:37,2024-01-17T13:06:37,2025-03-29T20:13:08,,,api,referral,organic,campaign_11,,False,False,True,False,
782,adam75@example.com,Michael,Smith,enterprise,active,"Lopez, Gomez and Garcia",500+,Manufacturing,True,False,True,RW,Pacific/Fiji,2025-06-15T01:36:06,2025-06-15T01:36:06,2025-09-16T10:11:51,2025-06-15T01:36:06,2025-06-29T01:36:06,mobile_app,referral,email,campaign_1,REF9615,False,False,True,False,
783,robertgentry@example.org,Eric,Douglas,free,churned,Ruiz LLC,51-200,Education,True,True,False,KG,Asia/Rangoon,2023-03-14T23:47:14,2023-03-14T23:47:14,2024-04-19T19:23:29,2023-03-14T23:47:14,2023-03-28T23:47:14,mobile_app,direct,organic,campaign_17,,False,False,True,True,
784,amandaadams@example.com,Diana,Gonzales,professional,inactive,Gomez Group,11-50,Manufacturing,True,True,False,AF,Europe/Skopje,2024-09-12T22:13:15,2024-09-12T22:13:15,2025-04-30T04:14:10,2024-09-12T22:13:15,2024-09-26T22:13:15,api,direct,email,campaign_6,,False,False,True,False,
785,lopezbilly@example.com,Robert,Rivera,enterprise,inactive,Martin and Sons,1-10,Healthcare,False,True,False,QA,Asia/Dili,2025-03-31T17:14:10,2025-03-31T17:14:10,2025-08-30T06:00:55,,2025-04-14T17:14:10,mobile_app,facebook,email,campaign_12,REF1693,False,False,True,True,
786,fisherandrea@example.net,Jennifer,Nguyen,professional,inactive,Shaw-Mclean,51-200,Finance,True,True,False,MW,America/Bogota,2024-07-27T07:05:32,2024-07-27T07:05:32,2025-06-11T16:15:34,2024-07-27T07:05:32,2024-08-10T07:05:32,website,facebook,cpc,campaign_12,,False,False,True,True,
787,sparksdavid@example.com,Vincent,Saunders,professional,inactive,Williams LLC,201-500,Education,True,False,True,NP,Africa/Kampala,2024-03-03T20:53:37,2024-03-03T20:53:37,2025-07-13T06:13:56,,2024-03-17T20:53:37,referral,facebook,organic,campaign_7,REF6817,False,False,True,False,
788,scastillo@example.com,Christopher,Patterson,enterprise,inactive,"Hernandez, Dixon and Wright",11-50,Technology,True,True,False,CI,Asia/Calcutta,2023-07-09T19:12:58,2023-07-09T19:12:58,2024-01-18T02:01:27,2023-07-09T19:12:58,2023-07-23T19:12:58,referral,facebook,cpc,campaign_7,,False,False,True,True,
789,tgonzalez@example.org,Jacqueline,Shaw,enterprise,active,Lopez PLC,1-10,Technology,False,False,False,ZM,Africa/Harare,2023-03-02T21:53:50,2023-03-02T21:53:50,,2023-03-02T21:53:50,2023-03-16T21:53:50,website,google,organic,campaign_7,REF1481,False,False,True,False,
790,davidmorales@example.com,Veronica,Hickman,starter,active,Smith-Gonzalez,11-50,Manufacturing,False,False,False,BF,Indian/Mauritius,2025-05-03T23:48:32,2025-05-03T23:48:32,2025-11-13T03:27:44,,,website,direct,cpc,campaign_20,,False,False,True,False,
791,isabel33@example.com,Ronald,Brown,free,suspended,Schneider-Torres,500+,Technology,True,False,True,IQ,Asia/Rangoon,2023-04-01T00:20:52,2023-04-01T00:20:52,2024-03-16T20:25:32,,2023-04-15T00:20:52,api,google,organic,campaign_14,,False,False,True,False,
792,jennifer35@example.org,Hunter,Smith,starter,active,"Garner, Lewis and Kennedy",11-50,Retail,False,False,False,UZ,America/Belize,2025-07-24T02:51:58,2025-07-24T02:51:58,2025-08-11T00:39:52,,,api,facebook,social,campaign_2,REF1348,False,False,True,False,
793,johnnyhenry@example.com,Kevin,Davis,enterprise,churned,Vega and Sons,1-10,Education,True,True,True,LS,Africa/Bamako,2024-09-06T09:10:48,2024-09-06T09:10:48,2024-09-20T08:08:35,2024-09-06T09:10:48,2024-09-20T09:10:48,website,referral,organic,campaign_12,,False,False,True,True,
794,john43@example.net,Patrick,Eaton,enterprise,inactive,Soto PLC,201-500,Technology,False,True,True,CL,America/Barbados,2023-02-12T08:40:53,2023-02-12T08:40:53,2024-01-17T22:49:55,,,website,direct,organic,campaign_14,,False,False,True,False,
795,janetschaefer@example.org,Shelly,Montgomery,starter,inactive,Swanson-Mayo,500+,Healthcare,False,True,True,FR,Africa/Dakar,2025-05-22T01:25:21,2025-05-22T01:25:21,2025-12-23T10:01:24,,2025-06-05T01:25:21,mobile_app,facebook,email,campaign_10,,False,False,True,True,
796,andersonrobert@example.net,Johnny,Wiley,starter,churned,"Hester, Jacobson and West",1-10,Finance,True,False,True,VC,Pacific/Easter,2025-04-01T03:55:59,2025-04-01T03:55:59,,2025-04-01T03:55:59,,website,referral,cpc,campaign_17,,False,False,True,True,
797,webbalexandra@example.net,Krystal,Jackson,starter,active,Horton-Anderson,201-500,Healthcare,True,False,False,BD,Asia/Ashgabat,2024-03-19T22:04:10,2024-03-19T22:04:10,2025-06-07T18:15:20,2024-03-19T22:04:10,2024-04-02T22:04:10,api,referral,social,campaign_3,REF5842,False,False,True,False,
798,joysanders@example.net,Amanda,Palmer,starter,inactive,Martin PLC,51-200,Education,True,False,True,MV,Asia/Dushanbe,2025-09-16T04:46:02,2025-09-16T04:46:02,2025-11-15T07:34:35,2025-09-16T04:46:02,2025-09-30T04:46:02,referral,facebook,organic,campaign_4,,False,False,True,False,
799,nlawson@example.org,Adam,Armstrong,enterprise,churned,"Horton, Suarez and Gibbs",500+,Education,True,False,True,PH,Indian/Mahe,2023-08-08T11:45:20,2023-08-08T11:45:20,2025-08-12T05:38:12,,2023-08-22T11:45:20,mobile_app,direct,cpc,campaign_15,,False,False,True,True,
800,melissa44@example.net,David,Walker,starter,suspended,"Allen, Williams and Hernandez",500+,Healthcare,True,True,True,IT,America/Costa_Rica,2023-12-21T08:34:13,2023-12-21T08:34:13,2026-01-21T06:33:18,,,api,direct,cpc,campaign_5,REF8113,False,False,True,True,
801,dayjohn@example.org,Amanda,Smith,enterprise,suspended,Chen-Compton,500+,Manufacturing,True,False,False,LR,America/Nassau,2023-08-17T17:35:36,2023-08-17T17:35:36,,2023-08-17T17:35:36,2023-08-31T17:35:36,api,direct,cpc,campaign_7,,False,False,True,True,
802,rickycarr@example.com,Tracie,Garrett,starter,inactive,Holloway and Sons,500+,Healthcare,False,True,False,ES,Europe/Rome,2025-12-01T03:40:12,2025-12-01T03:40:12,2025-12-27T01:56:05,2025-12-01T03:40:12,,api,referral,email,campaign_2,REF3690,False,False,True,False,
803,teresa89@example.org,Jennifer,Watts,enterprise,churned,"Scott, Sims and Munoz",201-500,Technology,True,True,False,GA,America/Panama,2025-03-09T07:31:43,2025-03-09T07:31:43,2025-04-07T11:06:29,,,api,google,cpc,campaign_3,,False,False,True,False,
804,joseph96@example.org,Sean,Blair,free,suspended,Richardson-Barrera,1-10,Retail,False,True,True,BW,Asia/Riyadh,2025-09-05T10:57:29,2025-09-05T10:57:29,2025-11-30T12:56:57,2025-09-05T10:57:29,2025-09-19T10:57:29,website,linkedin,organic,campaign_9,,False,False,True,False,
805,llopez@example.org,Ashley,Harding,starter,active,Holland Inc,201-500,Finance,False,False,True,KR,Europe/Copenhagen,2024-08-29T23:46:02,2024-08-29T23:46:02,2025-05-24T14:39:13,,2024-09-12T23:46:02,mobile_app,direct,social,campaign_2,REF2094,False,False,True,False,
806,mmcdaniel@example.org,Douglas,Simmons,professional,active,Stout-Waller,11-50,Finance,True,False,True,BZ,Europe/Belgrade,2025-03-24T23:26:38,2025-03-24T23:26:38,,,2025-04-07T23:26:38,api,facebook,organic,campaign_12,REF7575,False,False,True,False,
807,morrisonnicholas@example.org,Daniel,Smith,starter,inactive,"Michael, Anderson and Carrillo",1-10,Technology,True,True,False,IQ,Atlantic/Cape_Verde,2023-01-17T12:44:22,2023-01-17T12:44:22,2024-11-02T22:17:42,,2023-01-31T12:44:22,api,facebook,social,campaign_16,,False,False,True,False,
808,rosariodaniel@example.net,Loretta,Farrell,free,suspended,Harris Group,51-200,Healthcare,True,True,False,PS,Asia/Ashgabat,2024-11-26T03:36:44,2024-11-26T03:36:44,,2024-11-26T03:36:44,,website,google,social,campaign_9,,False,False,True,True,
809,kylemendoza@example.org,Brian,Holt,enterprise,churned,"Stephens, Smith and Williams",500+,Technology,True,False,False,ST,Africa/Nairobi,2023-06-07T20:29:53,2023-06-07T20:29:53,2024-02-27T10:25:13,2023-06-07T20:29:53,,referral,google,social,campaign_19,,False,False,True,False,
810,othomas@example.org,Jeremy,Cruz,starter,suspended,Rios-Perez,201-500,Manufacturing,False,True,False,LA,Indian/Maldives,2024-10-14T05:48:12,2024-10-14T05:48:12,2025-04-12T03:40:37,2024-10-14T05:48:12,2024-10-28T05:48:12,website,referral,organic,campaign_18,,False,False,False,False,
811,hjackson@example.org,Cristian,Sosa,free,churned,Jones-Cook,500+,Education,False,False,True,ML,America/Nassau,2024-11-29T11:54:57,2024-11-29T11:54:57,2025-01-15T22:41:46,2024-11-29T11:54:57,2024-12-13T11:54:57,referral,direct,organic,campaign_1,,False,True,True,False,
812,gregorymoreno@example.net,Howard,Coleman,starter,inactive,"Mcdaniel, Weber and Mitchell",51-200,Healthcare,True,True,False,CA,Asia/Tehran,2023-09-23T13:06:54,2023-09-23T13:06:54,2025-04-14T04:05:38,,,mobile_app,google,email,campaign_13,,False,False,True,True,
813,sarah10@example.org,Kimberly,Thomas,free,inactive,Myers Ltd,51-200,Education,False,False,True,QA,Africa/Porto-Novo,2023-09-28T15:11:45,2023-09-28T15:11:45,2026-01-05T13:50:01,2023-09-28T15:11:45,,mobile_app,referral,email,campaign_18,REF3594,False,False,True,True,
814,rmoyer@example.org,Christopher,Cooley,starter,churned,Saunders LLC,500+,Manufacturing,False,False,True,LB,Asia/Riyadh,2023-02-22T16:17:41,2023-02-22T16:17:41,2025-09-20T10:36:39,2023-02-22T16:17:41,2023-03-08T16:17:41,website,google,email,campaign_12,,False,False,True,True,
815,asteele@example.net,Laura,Cook,enterprise,active,"Dorsey, Reyes and Dunn",51-200,Finance,True,False,False,SO,Africa/Dakar,2023-02-25T14:42:04,2023-02-25T14:42:04,2023-12-27T01:41:28,2023-02-25T14:42:04,2023-03-11T14:42:04,referral,google,social,campaign_9,,False,False,True,True,
816,patrickcarpenter@example.com,Alison,Frank,enterprise,churned,"Robinson, Miller and Ward",500+,Education,False,False,True,GA,Asia/Yerevan,2025-10-28T00:14:18,2025-10-28T00:14:18,2025-12-22T19:08:12,2025-10-28T00:14:18,2025-11-11T00:14:18,referral,facebook,email,campaign_17,,False,False,True,True,
817,hrosario@example.org,Rhonda,Ward,professional,active,Phillips and Sons,201-500,Manufacturing,True,True,False,TG,Europe/Amsterdam,2025-04-06T15:38:31,2025-04-06T15:38:31,,,,api,direct,social,campaign_20,,False,False,False,True,
818,mariabrown@example.org,David,Dominguez,professional,inactive,Bennett Inc,51-200,Healthcare,False,False,True,MC,Europe/Oslo,2023-09-18T20:29:55,2023-09-18T20:29:55,2025-05-21T15:03:50,2023-09-18T20:29:55,,referral,linkedin,email,campaign_6,,False,False,True,False,
819,mileselizabeth@example.org,Thomas,Wheeler,professional,churned,Johnson LLC,11-50,Finance,True,False,False,CV,America/Recife,2025-06-13T20:49:11,2025-06-13T20:49:11,2025-07-14T18:48:36,2025-06-13T20:49:11,2025-06-27T20:49:11,referral,referral,email,campaign_16,,False,False,True,True,
820,smithmariah@example.com,Edward,White,enterprise,inactive,"Taylor, Rose and Rush",11-50,Healthcare,False,True,True,PW,Africa/Lagos,2023-09-24T23:18:01,2023-09-24T23:18:01,2025-11-16T15:43:27,,2023-10-08T23:18:01,api,linkedin,cpc,campaign_16,,False,False,True,False,
821,sharrington@example.org,Justin,Moore,professional,churned,"Johnson, Potter and Gordon",51-200,Healthcare,True,True,True,AG,Asia/Kuching,2023-01-25T06:49:06,2023-01-25T06:49:06,2025-09-19T08:39:49,,2023-02-08T06:49:06,website,google,social,campaign_20,,False,False,True,True,
822,qspencer@example.net,Warren,Fletcher,starter,suspended,Huynh-Nelson,1-10,Technology,False,True,False,BW,Europe/Bratislava,2025-06-23T01:40:25,2025-06-23T01:40:25,2025-10-27T09:11:09,,,api,facebook,cpc,campaign_7,REF6998,False,False,True,False,
823,juliamorales@example.org,Jeffery,White,free,inactive,"Daugherty, Jacobs and Jones",201-500,Retail,False,True,True,MD,Atlantic/Madeira,2025-03-25T19:42:04,2025-03-25T19:42:04,2025-07-07T00:42:42,2025-03-25T19:42:04,,website,linkedin,cpc,campaign_2,REF3905,False,False,True,True,
824,denise66@example.org,Brian,Watson,enterprise,active,Lee-Rodriguez,500+,Manufacturing,True,False,True,BO,Africa/Bamako,2023-07-09T13:00:01,2023-07-09T13:00:01,2024-01-27T03:23:46,,2023-07-23T13:00:01,api,direct,organic,campaign_5,REF8014,False,False,True,True,
825,allenfrancisco@example.org,Cameron,Harper,enterprise,churned,Lopez-Harris,500+,Retail,False,False,True,AU,America/Guyana,2025-06-25T12:57:33,2025-06-25T12:57:33,2025-11-03T18:19:37,2025-06-25T12:57:33,2025-07-09T12:57:33,api,referral,email,campaign_19,,False,False,True,True,
826,davilaannette@example.net,Valerie,Webb,professional,inactive,Edwards LLC,500+,Finance,False,True,True,AG,Europe/Skopje,2025-08-11T06:26:56,2025-08-11T06:26:56,2025-11-02T09:34:24,2025-08-11T06:26:56,,website,google,cpc,campaign_5,REF7103,False,False,True,True,
827,uporter@example.com,Jessica,Dickson,starter,inactive,"Leonard, Rivera and Mosley",1-10,Healthcare,False,True,True,SC,America/Belize,2023-04-24T00:14:53,2023-04-24T00:14:53,,2023-04-24T00:14:53,,referral,direct,organic,campaign_4,,False,False,True,True,
828,matthewspatrick@example.net,Misty,Johnson,enterprise,inactive,Hernandez Group,201-500,Manufacturing,True,False,False,BR,Asia/Aden,2024-08-22T08:37:21,2024-08-22T08:37:21,2025-07-30T22:38:53,2024-08-22T08:37:21,,mobile_app,facebook,cpc,campaign_5,,False,False,True,False,
829,nicoleaguirre@example.net,Donald,Higgins,professional,inactive,"Black, Chandler and Curtis",1-10,Education,True,True,True,LV,America/Lima,2024-07-26T23:08:27,2024-07-26T23:08:27,2024-12-21T20:53:46,2024-07-26T23:08:27,,referral,google,email,campaign_20,,False,False,False,False,
830,kelly96@example.org,Pamela,Schroeder,enterprise,suspended,Allen-Shea,201-500,Finance,True,False,False,UZ,America/La_Paz,2024-01-16T04:53:05,2024-01-16T04:53:05,,,,website,direct,organic,campaign_6,REF8865,False,False,True,True,
831,adavis@example.org,Katie,Collins,professional,churned,Porter Group,11-50,Retail,True,True,False,KW,America/Santo_Domingo,2025-05-23T02:25:06,2025-05-23T02:25:06,2025-06-27T03:27:38,2025-05-23T02:25:06,2025-06-06T02:25:06,mobile_app,direct,organic,campaign_4,,False,False,True,False,
832,carlosray@example.com,Christopher,White,enterprise,inactive,Scott-Kennedy,1-10,Retail,True,True,False,IE,America/Panama,2023-07-07T20:35:18,2023-07-07T20:35:18,2024-06-09T08:59:53,2023-07-07T20:35:18,2023-07-21T20:35:18,referral,google,email,campaign_6,,False,False,True,True,
833,bonillatracy@example.com,Michele,Morales,starter,active,"Stark, Anderson and Richardson",201-500,Healthcare,True,False,True,VU,Asia/Kuwait,2024-10-01T22:14:47,2024-10-01T22:14:47,2025-01-21T16:13:57,,,api,facebook,organic,campaign_11,,False,False,True,False,
834,flemingwilliam@example.com,Natalie,Esparza,enterprise,churned,Oliver Ltd,11-50,Finance,False,False,True,BG,Africa/Mbabane,2025-09-28T08:40:18,2025-09-28T08:40:18,2026-01-17T05:55:41,2025-09-28T08:40:18,2025-10-12T08:40:18,mobile_app,referral,cpc,campaign_6,REF8189,False,True,True,False,
835,mooredaniel@example.com,Eric,Ross,free,suspended,Walker Group,11-50,Manufacturing,False,False,True,SV,Africa/Gaborone,2023-09-09T19:08:14,2023-09-09T19:08:14,2025-01-29T13:59:11,,2023-09-23T19:08:14,referral,facebook,organic,campaign_1,REF2614,False,False,True,True,
836,imcdonald@example.com,Daniel,White,starter,inactive,Lowery Group,1-10,Technology,False,False,False,NR,Europe/Paris,2023-03-26T08:06:03,2023-03-26T08:06:03,2025-05-20T05:59:37,2023-03-26T08:06:03,,referral,linkedin,email,campaign_6,,False,False,True,True,
837,caleb59@example.com,Jason,Figueroa,starter,active,Ramirez Inc,51-200,Healthcare,True,False,True,ST,Europe/Berlin,2023-03-04T19:37:48,2023-03-04T19:37:48,2025-08-12T06:23:42,2023-03-04T19:37:48,,api,facebook,organic,campaign_19,REF2533,False,False,True,False,
838,danielleflores@example.org,Vanessa,Schroeder,professional,active,Mayer LLC,1-10,Healthcare,True,False,False,NR,America/Asuncion,2025-06-30T16:27:14,2025-06-30T16:27:14,2026-01-15T06:52:12,,2025-07-14T16:27:14,referral,google,social,campaign_16,,False,False,True,True,
839,lewisandrew@example.net,Rodney,King,starter,churned,Miller Inc,1-10,Manufacturing,True,True,True,IS,Africa/Windhoek,2023-06-28T21:51:14,2023-06-28T21:51:14,2023-12-29T08:09:57,2023-06-28T21:51:14,2023-07-12T21:51:14,mobile_app,direct,social,campaign_5,,False,False,True,False,
840,morgan76@example.net,Jason,Orozco,enterprise,churned,Rivas Inc,1-10,Finance,True,True,True,NP,Europe/Riga,2023-06-25T02:07:04,2023-06-25T02:07:04,2023-08-13T16:04:59,2023-06-25T02:07:04,2023-07-09T02:07:04,mobile_app,facebook,organic,campaign_20,REF4507,False,False,True,False,
841,jamesmcmahon@example.com,Thomas,Barker,starter,active,Sheppard Group,11-50,Retail,False,True,True,MH,Europe/Chisinau,2024-06-07T23:56:49,2024-06-07T23:56:49,2025-01-13T01:38:47,,,website,referral,social,campaign_17,,False,False,False,True,
842,hoffmanpatricia@example.org,Christian,Contreras,starter,suspended,"Thomas, Beck and Colon",201-500,Finance,True,True,False,ES,Europe/Zurich,2023-07-29T03:31:43,2023-07-29T03:31:43,2025-01-22T19:33:16,2023-07-29T03:31:43,2023-08-12T03:31:43,website,google,organic,campaign_19,,False,False,True,False,
843,hernandezstephen@example.org,Victor,Stewart,free,inactive,"Russell, Meyer and Smith",201-500,Technology,True,False,True,PG,Asia/Urumqi,2023-01-27T13:06:24,2023-01-27T13:06:24,2024-08-07T06:11:45,2023-01-27T13:06:24,2023-02-10T13:06:24,mobile_app,linkedin,organic,campaign_7,REF5249,False,False,True,True,
844,johnsonjulie@example.org,Robert,Payne,starter,churned,Burke and Sons,1-10,Retail,True,False,True,MG,Asia/Tbilisi,2023-02-09T20:08:07,2023-02-09T20:08:07,2025-06-24T22:18:02,2023-02-09T20:08:07,,website,direct,cpc,campaign_14,,False,False,True,False,
845,woodmichael@example.com,Peggy,Shaw,free,suspended,Lyons Ltd,51-200,Healthcare,True,True,True,PH,Africa/Lagos,2024-03-13T03:18:25,2024-03-13T03:18:25,2026-01-15T03:11:10,,,website,google,email,campaign_13,REF8396,False,False,True,False,
846,michael86@example.net,Terri,Rogers,professional,churned,Ellis LLC,500+,Manufacturing,False,False,False,EE,Africa/Lome,2023-04-11T18:59:26,2023-04-11T18:59:26,2024-01-04T17:36:15,2023-04-11T18:59:26,,website,facebook,email,campaign_15,,False,False,True,True,
847,qjames@example.net,Erin,Walters,free,active,"Oliver, Buckley and Vincent",11-50,Technology,False,True,True,BT,America/Glace_Bay,2025-03-09T18:07:57,2025-03-09T18:07:57,2025-06-25T00:13:24,2025-03-09T18:07:57,,referral,direct,cpc,campaign_18,,False,False,True,False,
848,jensenrobert@example.com,Karen,Hanson,starter,active,"Garcia, Wallace and Perkins",1-10,Healthcare,True,False,True,AU,Asia/Dili,2023-06-16T20:14:33,2023-06-16T20:14:33,2023-08-21T18:54:59,2023-06-16T20:14:33,,website,direct,organic,campaign_11,,False,False,True,False,
849,xlewis@example.com,Andrea,Wilson,professional,churned,Sampson-Bell,51-200,Finance,False,True,True,PL,Africa/Lagos,2025-04-04T09:42:40,2025-04-04T09:42:40,2025-04-14T00:46:19,,,api,referral,email,campaign_15,,False,False,True,False,
850,ayerskimberly@example.net,Justin,Hobbs,free,suspended,Parker-Orr,11-50,Manufacturing,True,False,True,NI,Africa/Malabo,2023-07-07T04:25:49,2023-07-07T04:25:49,2025-05-19T21:17:30,2023-07-07T04:25:49,2023-07-21T04:25:49,mobile_app,direct,organic,campaign_3,,False,False,True,False,
851,mcculloughrobert@example.org,Anthony,Gibbs,free,active,"Wilkins, Greene and Rogers",1-10,Healthcare,False,False,False,TO,Pacific/Nauru,2025-01-07T21:24:36,2025-01-07T21:24:36,2026-01-17T16:36:59,2025-01-07T21:24:36,2025-01-21T21:24:36,website,google,cpc,campaign_15,,False,False,True,False,
852,plee@example.com,Maria,Solis,professional,inactive,"Patterson, Ayers and Myers",500+,Education,True,False,True,ZA,Pacific/Galapagos,2023-01-31T12:31:30,2023-01-31T12:31:30,2025-12-03T18:32:46,2023-01-31T12:31:30,,referral,google,email,campaign_20,,False,False,True,True,
853,zachary63@example.org,Jennifer,Martinez,enterprise,churned,Welch Group,500+,Education,False,True,True,YE,Asia/Jerusalem,2025-07-17T20:34:13,2025-07-17T20:34:13,2025-11-09T11:38:51,2025-07-17T20:34:13,,mobile_app,direct,email,campaign_4,,False,False,True,False,
854,james10@example.com,Alexander,Carrillo,free,churned,Johnson Ltd,201-500,Education,False,True,True,ST,America/Cuiaba,2024-03-21T07:16:26,2024-03-21T07:16:26,2025-11-03T07:37:13,2024-03-21T07:16:26,,api,referral,cpc,campaign_20,,False,True,True,True,
855,ujohnson@example.org,Tonya,Walters,enterprise,inactive,Lopez-Delgado,1-10,Finance,False,True,False,GN,Asia/Bishkek,2023-09-14T12:58:01,2023-09-14T12:58:01,2026-01-01T06:08:38,2023-09-14T12:58:01,,mobile_app,google,organic,campaign_1,,False,False,True,True,
856,jessicaroman@example.com,Kaylee,Hopkins,free,inactive,Miller-Thomas,51-200,Manufacturing,False,True,True,AO,Africa/Algiers,2025-04-27T18:56:51,2025-04-27T18:56:51,,2025-04-27T18:56:51,,api,referral,cpc,campaign_3,REF7537,False,False,True,False,
857,stevenscaitlin@example.org,Donald,Green,enterprise,suspended,Davis Group,500+,Education,True,False,False,ML,Asia/Tbilisi,2023-07-06T18:58:47,2023-07-06T18:58:47,2023-07-24T16:59:57,2023-07-06T18:58:47,,website,linkedin,cpc,campaign_14,,False,False,True,True,
858,henryandrew@example.org,Tommy,Garrett,enterprise,active,Mcdaniel Group,51-200,Education,False,True,True,KW,Africa/Harare,2023-10-21T11:14:13,2023-10-21T11:14:13,2025-12-23T02:54:19,2023-10-21T11:14:13,2023-11-04T11:14:13,api,facebook,social,campaign_18,REF3464,False,False,True,False,
859,hectorsmith@example.org,Donna,Welch,enterprise,active,Wilson LLC,51-200,Technology,False,True,True,LY,Europe/Bucharest,2025-11-07T05:42:23,2025-11-07T05:42:23,2026-01-22T23:38:13,,2025-11-21T05:42:23,website,linkedin,social,campaign_2,,False,False,True,False,
860,aimeescott@example.org,James,Johnson,starter,suspended,Holmes and Sons,201-500,Healthcare,True,False,False,GM,Asia/Rangoon,2025-11-13T07:42:59,2025-11-13T07:42:59,2026-01-14T11:01:16,,2025-11-27T07:42:59,mobile_app,linkedin,social,campaign_13,,False,False,True,False,
861,anthonytaylor@example.org,Jessica,Case,enterprise,suspended,Hill-Gonzalez,11-50,Technology,False,True,True,BW,Indian/Antananarivo,2024-02-17T15:57:07,2024-02-17T15:57:07,2024-05-07T01:16:42,2024-02-17T15:57:07,,api,referral,organic,campaign_14,,False,False,False,True,
862,fmcgee@example.com,William,Ross,professional,churned,Wright and Sons,500+,Manufacturing,True,True,False,LA,America/St_Vincent,2023-12-11T20:51:22,2023-12-11T20:51:22,2024-06-29T16:14:02,2023-12-11T20:51:22,,mobile_app,referral,cpc,campaign_14,,False,False,True,False,
863,ygarcia@example.net,Larry,Bauer,starter,suspended,"Freeman, Andrade and Henderson",500+,Manufacturing,True,True,False,AE,Asia/Tehran,2023-06-25T10:56:22,2023-06-25T10:56:22,2024-05-21T20:58:21,2023-06-25T10:56:22,,website,linkedin,organic,campaign_8,,False,False,True,False,
864,lawsonruben@example.net,Michael,Hurst,free,inactive,Cole Inc,51-200,Healthcare,False,False,True,SE,Asia/Jayapura,2024-05-31T10:39:39,2024-05-31T10:39:39,2025-09-22T02:56:44,,,website,facebook,email,campaign_9,,False,False,True,False,
865,cassandra85@example.com,Anthony,White,free,inactive,Jordan-Lopez,51-200,Education,True,True,False,HN,Asia/Brunei,2025-01-22T05:45:37,2025-01-22T05:45:37,2025-08-24T06:52:41,,,mobile_app,linkedin,social,campaign_17,REF2713,False,False,True,True,
866,nathan51@example.org,Lucas,Smith,enterprise,suspended,Lewis-Bradley,500+,Retail,True,False,False,LI,America/Guatemala,2024-09-04T20:45:30,2024-09-04T20:45:30,2025-10-03T10:45:47,2024-09-04T20:45:30,,website,linkedin,email,campaign_19,,False,False,True,False,
867,ncampbell@example.net,Jeff,Hoffman,starter,inactive,"Franklin, Ware and Heath",1-10,Manufacturing,False,False,True,BO,Pacific/Tongatapu,2025-08-11T08:17:11,2025-08-11T08:17:11,2025-10-24T10:09:29,2025-08-11T08:17:11,,website,google,social,campaign_3,,False,False,True,False,
868,ustewart@example.org,James,Lang,enterprise,inactive,Williams-Hill,201-500,Healthcare,True,False,True,CL,Africa/Douala,2025-05-12T12:49:28,2025-05-12T12:49:28,2025-12-23T12:00:05,,,website,direct,social,campaign_1,,False,False,True,False,
869,carolyngarza@example.org,Barbara,Mitchell,professional,suspended,"Logan, Johnston and Smith",11-50,Technology,False,False,False,PL,America/Jamaica,2023-07-31T02:13:30,2023-07-31T02:13:30,2024-09-28T16:37:48,2023-07-31T02:13:30,2023-08-14T02:13:30,mobile_app,direct,social,campaign_14,,False,False,True,False,
870,ijohnson@example.net,Benjamin,Newman,professional,churned,Harrison Group,51-200,Retail,False,False,True,RS,Pacific/Enderbury,2024-04-27T17:18:16,2024-04-27T17:18:16,2025-12-26T12:28:31,2024-04-27T17:18:16,2024-05-11T17:18:16,referral,facebook,cpc,campaign_14,,False,False,True,True,
871,karen61@example.net,Kim,Snyder,starter,inactive,Long Ltd,201-500,Healthcare,False,True,True,PH,Asia/Riyadh,2024-08-15T06:25:04,2024-08-15T06:25:04,2025-05-01T16:40:04,2024-08-15T06:25:04,,website,google,social,campaign_6,REF2940,False,False,True,True,
872,sharon10@example.org,Brandon,Smith,enterprise,churned,Holder Ltd,201-500,Healthcare,False,True,False,RS,Pacific/Auckland,2024-12-03T01:02:07,2024-12-03T01:02:07,2025-10-02T01:50:15,,,api,google,cpc,campaign_12,REF9247,False,False,True,True,
873,christopherramsey@example.com,Lisa,Medina,enterprise,active,Villa Inc,1-10,Education,True,True,False,IL,Asia/Dhaka,2025-09-20T07:13:34,2025-09-20T07:13:34,2025-12-06T05:05:49,2025-09-20T07:13:34,,referral,facebook,cpc,campaign_6,,False,False,True,True,
